donor	stratum	family	method	gene	fields	state	eligible	called	correct	allele_matches
HG00658	EAS	HG00656	hprc_asian/unsampled	B	2	complete	1	1	1	2
HG00658	EAS	HG00656	hprc_asian/unsampled	B	4	complete	1	1	1	2
HG00658	EAS	HG00656	hprc_asian/unsampled	C	2	complete	1	1	1	2
HG00658	EAS	HG00656	hprc_asian/unsampled	C	4	complete	1	1	1	2
HG00658	EAS	HG00656	hprc_asian/unsampled	DPA1	2	complete	1	1	1	2
HG00658	EAS	HG00656	hprc_asian/unsampled	DPA1	4	complete	0	0	0	0
HG00658	EAS	HG00656	hprc_asian/unsampled	DPB1	2	complete	1	1	1	2
HG00658	EAS	HG00656	hprc_asian/unsampled	DPB1	4	complete	0	0	0	0
HG00658	EAS	HG00656	hprc_asian/unsampled	DQA1	2	complete	1	1	1	2
HG00658	EAS	HG00656	hprc_asian/unsampled	DQA1	4	complete	1	1	1	2
HG00658	EAS	HG00656	hprc_asian/unsampled	DQB1	2	complete	1	1	1	2
HG00658	EAS	HG00656	hprc_asian/unsampled	DQB1	4	complete	1	1	1	2
HG00658	EAS	HG00656	hprc_asian/unsampled	DRB1	2	complete	1	1	1	2
HG00658	EAS	HG00656	hprc_asian/unsampled	DRB1	4	complete	0	0	0	0
